surface_type,collision_type,severity,surface_condition,num_driver_casualties,lon,traffic_control,num_vehicles,num_passenger_casualties,num_pedestrian_casualties,record_date,lat,main_cause
Concrete,Overturned vehicle,Injury,Dry,1,122.16264575176059,None,2,0,0,08/09/18,11.818445593025803,Human error
Asphalt,Head on,Fatal,Dry,2,123.61336013254473,Centerline,2,3,0,08/09/18,12.359500815208868,Human error
Concrete,Side swipe,Fatal,Dry,2,125.62153659862781,None,3,0,0,08/09/18,7.447938990267972,Human error
Concrete,Hit object off road,Injury,Dry,0,122.58951915754285,None,2,3,0,08/09/18,10.601094825039816,Human error
Concrete,Hit pedestrian,Injury,Dry,1,121.0449302935897,None,1,0,1,08/10/18,14.619831444891037,Human error
Concrete,Side swipe,Property,Dry,0,124.638871039699,None,2,0,0,08/10/18,8.48781432496472,Human error
Concrete,Head on,Fatal,Dry,1,123.67809853544001,Centerline,2,2,0,08/10/18,12.985428376866944,Human error
Concrete,Right angle,Property,Dry,0,125.62023451628907,None,2,0,0,08/10/18,7.099076654554022,Human error
Asphalt,Rear end,Fatal,Dry,1,120.5848243725942,None,2,1,0,08/10/18,15.658037035936974,Human error
Concrete,Head on,Injury,Dry,0,120.95468548759685,None,2,1,0,08/10/18,14.746538365183573,Human error
Concrete,Side swipe,Injury,Dry,1,123.15147273855897,Police controlled,2,0,0,08/10/18,9.512363502682843,Human error
Concrete,Hit pedestrian,Injury,Dry,1,123.0548918935022,None,1,0,1,08/10/18,13.540078836703897,Human error
Concrete,Hit pedestrian,Fatal,Dry,1,124.89107744487728,Centerline,1,0,1,08/10/18,12.56687325487055,Human error
Asphalt,Head on,Injury,Dry,1,123.2781378602371,None,2,0,0,08/10/18,13.548540126444962,Human error
Concrete,Hit pedestrian,Injury,Dry,0,120.95498530621632,None,1,0,1,08/10/18,14.641068300208785,Human error
Asphalt,Rear end,Property,Dry,0,123.6296225325295,Centerline,2,0,0,08/10/18,12.366043977546129,Human error
Concrete,Rear end,Property,Wet,0,121.36374406402092,Centerline,2,0,0,08/10/18,14.24354593150661,Human error
Asphalt,Rear end,Injury,Wet,2,121.7923383886927,Centerline,2,1,0,08/10/18,17.274625487690702,Human error
Concrete,Head on,Fatal,Dry,1,123.3418816598514,Pedestrian crossing,1,0,1,08/10/18,8.578404553066395,Human error
Concrete,Right angle,Injury,Dry,1,124.73344241023828,Centerline,2,0,0,08/11/18,9.243641006568376,Road defect
Concrete,Rear end,Property,Dry,0,120.58085082111808,None,2,0,0,08/11/18,16.445865283711996,Human error
Concrete,Hit object off road,Property,Dry,0,124.7413534325286,Centerline,1,0,0,08/11/18,9.103947267515741,Human error
Concrete,Side swipe,Injury,Dry,1,123.39407603699537,None,2,0,0,08/11/18,13.562875271867915,Human error
Asphalt,Hit pedestrian,Fatal,Dry,0,125.47687408034851,None,1,0,1,08/11/18,6.548225758149918,Human error
Asphalt,Hit object in road,Property,Dry,0,125.25890159945192,None,2,0,0,08/11/18,6.752852024870934,Human error
Concrete,Side swipe,Property,Dry,0,123.1845376573209,None,2,0,0,08/11/18,13.705490233273103,Human error
Concrete,Rear end,Injury,Dry,1,124.38270131465087,None,2,2,0,08/11/18,11.615162662942133,Vehicle defect
Concrete,Side swipe,Injury,Dry,2,123.21189121666782,None,2,0,0,08/11/18,13.613328583070917,Human error
Asphalt,Rear end,Fatal,Dry,1,121.14436219586136,None,2,0,0,08/11/18,14.12084715737667,Human error
Asphalt,Side swipe,Injury,Dry,1,123.23931845139391,None,2,0,0,08/11/18,13.614396242348114,Human error
Concrete,Side swipe,Property,Dry,0,121.05962317444354,None,2,0,0,08/11/18,14.590201397138726,Human error
Concrete,Side swipe,Property,Dry,0,120.9809038075203,None,2,0,0,08/12/18,14.410335322750324,Human error
Asphalt,Side swipe,Injury,Dry,1,121.3653819443215,None,2,0,0,08/12/18,14.240266776745898,Human error
Concrete,Hit object off road,Property,Dry,0,124.41527903812033,None,1,0,0,08/12/18,7.274024085821067,Human error
Asphalt,Rear end,Property,Dry,0,124.70691040669423,None,2,0,0,08/12/18,8.466928944773512,Human error
Concrete,Side swipe,Fatal,Dry,2,125.3836936537048,Centerline,2,4,0,08/12/18,6.801273459818126,Human error
Concrete,Rear end,Property,Wet,0,124.64468418635126,None,2,0,0,08/12/18,8.487843431934735,Vehicle defect
Asphalt,Right angle,Property,Dry,0,124.99322097719671,Centerline,2,0,0,08/12/18,11.156924335107078,Human error
Asphalt,Hit parked vehicle,Injury,Dry,2,121.3572657002644,Centerline,2,3,0,08/12/18,16.64266989378231,Human error
Concrete,Side swipe,Injury,Dry,2,125.21617599306411,None,2,0,0,08/12/18,10.367377944392175,Human error
Asphalt,Side swipe,Injury,Dry,1,120.5857907756694,None,2,0,0,08/12/18,16.07099812495429,Human error
Concrete,Right angle,Property,Dry,0,125.64270120672634,None,2,0,0,08/12/18,7.221836644294909,Human error
Concrete,Hit pedestrian,Injury,Dry,1,126.02261388245724,None,1,2,0,08/12/18,7.555234351364352,Human error
Concrete,Side swipe,Property,Dry,0,120.6126526266566,Centerline,1,0,0,08/12/18,16.460274028891003,Human error
Concrete,Right angle,Property,Dry,0,120.59246336533508,None,2,0,0,08/13/18,16.42292789183487,Human error
Concrete,Hit object off road,Property,Dry,0,120.91605371932506,Centerline,1,0,0,08/13/18,14.291352470353809,Human error
Concrete,Hit pedestrian,Injury,Dry,1,124.5985610458543,None,1,1,2,08/13/18,12.070403088153565,Vehicle defect
Asphalt,Rear end,Injury,Dry,1,123.36936379471253,None,2,2,0,08/13/18,8.55773215677887,Road defect
Concrete,Rear end,Injury,Dry,1,123.29559176705199,None,2,1,0,08/13/18,13.392208071272963,Human error
Concrete,Hit pedestrian,Injury,Dry,0,125.15892465807556,None,1,0,1,08/13/18,6.114452546604827,Human error
Concrete,Side swipe,Property,Dry,0,125.60329822089136,None,2,0,0,08/13/18,7.070876749308168,Human error
Concrete,Side swipe,Property,Dry,0,125.62146350425256,None,2,0,0,08/13/18,7.07328003566487,Human error
Asphalt,Head on,Injury,Wet,2,122.79223313280573,None,2,0,0,08/13/18,13.826485370089479,Human error
Asphalt,Right angle,Injury,Dry,1,121.04857284549094,Police controlled,2,0,0,08/13/18,14.410874247754608,Human error
Asphalt,Right angle,Property,Dry,0,125.60620091693387,Centerline,2,0,0,08/13/18,7.056116230820646,Human error
Concrete,Hit object off road,Property,Wet,0,125.88489767760544,None,1,0,0,08/13/18,7.206713951441801,Human error
Asphalt,Head on,Property,Dry,0,121.0374416835019,None,2,0,0,08/13/18,14.600272518626582,Human error
Asphalt,Right angle,Fatal,Dry,1,125.34407457146278,None,2,0,0,08/13/18,6.6073717364702444,Human error
Concrete,Right angle,Injury,Dry,0,120.96081728010691,None,2,1,0,08/13/18,14.681272888885657,Vehicle defect
Concrete,Head on,Fatal,Wet,0,125.06565083500115,None,2,1,0,08/13/18,7.740412019645455,Human error
Asphalt,Head on,Injury,Dry,1,125.00191399239546,Centerline,2,2,0,08/13/18,11.148372787856282,Human error
Concrete,Right angle,Injury,Wet,1,120.40317312046353,None,2,0,0,08/13/18,16.07321371518811,Human error
Asphalt,Head on,Injury,Dry,1,120.59627578050745,None,2,0,0,08/13/18,15.49142587226765,Vehicle defect
Asphalt,Overturned vehicle,Injury,Dry,1,123.82398028834028,None,1,0,0,08/13/18,9.606099575600721,Vehicle defect
Asphalt,Side swipe,Injury,Dry,1,125.0014132651189,Centerline,2,0,0,08/14/18,11.151368318529613,Human error
Concrete,Rear end,Injury,Dry,1,125.66170754114145,None,2,0,0,08/14/18,7.546413899012392,Human error
Asphalt,Right angle,Injury,Dry,1,123.19717546713613,None,2,2,0,08/14/18,13.63107136076961,Human error
Asphalt,Rear end,Fatal,Dry,2,123.61991006795861,None,2,0,0,08/14/18,10.015219401816083,Human error
Concrete,Side swipe,Injury,Dry,2,120.92206912265324,Centerline,2,0,0,08/14/18,14.290214512791033,Human error
Concrete,Side swipe,Property,Dry,0,121.0517071059689,None,2,0,0,08/14/18,14.751956658158655,Human error
Asphalt,Right angle,Fatal,Dry,1,125.96400637491193,None,2,1,0,08/14/18,7.60090184855101,Human error
Asphalt,Rear end,Property,Dry,0,123.43314235402136,None,2,0,0,08/14/18,9.515630427476454,Human error
Asphalt,Side swipe,Property,Dry,0,120.96386318074515,None,2,0,0,08/14/18,14.80986763923098,Human error
Asphalt,Overturned vehicle,Fatal,Dry,1,122.51312803585797,None,1,3,0,08/14/18,14.017922731441411,Vehicle defect
Concrete,Side swipe,Property,Dry,0,121.04258010721952,Police controlled,2,0,0,08/14/18,14.718660331953565,Human error
Concrete,Right angle,Property,Dry,0,125.61803636693826,Centerline,2,0,0,08/14/18,7.072669332886266,Human error
Concrete,Rear end,Property,Dry,0,120.90699711840259,Centerline,2,0,0,08/14/18,14.479801429483997,Road defect
Asphalt,Rear end,Injury,Dry,2,120.59880273610658,None,2,0,0,08/15/18,15.135988001351379,Human error
Concrete,Hit pedestrian,Injury,Dry,0,120.59879710738494,None,1,0,1,08/15/18,16.433500994824502,Human error
Concrete,Hit pedestrian,Injury,Dry,0,124.81847055048664,None,1,3,0,08/15/18,6.521308976905862,Human error
Concrete,Hit pedestrian,Injury,Dry,0,120.9168324818024,Police controlled,1,0,1,08/15/18,14.292570838676918,Human error
Concrete,Rear end,Property,Dry,0,120.97996267088983,Police controlled,2,0,0,08/15/18,14.363143781739112,Human error
Concrete,Side swipe,Property,Dry,0,124.67154316247746,None,2,0,0,08/15/18,8.479798525576303,Human error
Concrete,Side swipe,Injury,Dry,1,123.36493753554592,None,2,2,0,08/15/18,13.548142352335057,Human error
Asphalt,Hit pedestrian,Fatal,Dry,0,120.59769521872366,Pedestrian crossing,1,0,1,08/15/18,15.414114704138512,Human error
Concrete,Side swipe,Property,Dry,0,121.07027867951629,Police controlled,2,0,0,08/15/18,14.70459238684006,Human error
Concrete,Rear end,Property,Dry,0,125.23811718368364,None,2,0,0,08/15/18,6.760363082252117,Human error
Concrete,Rear end,Property,Dry,0,121.04220730888925,None,2,0,0,08/15/18,14.576356529083787,Human error
Concrete,Rear end,Property,Dry,0,124.37382429996094,Centerline,3,0,0,08/15/18,8.58030286442185,Vehicle defect
Asphalt,Right angle,Injury,Dry,1,123.26516223359963,None,2,2,0,08/15/18,13.58284464195219,Human error
Concrete,Rear end,Injury,Dry,1,123.20385903613561,None,2,0,0,08/15/18,13.637409392404733,Human error
Concrete,Rear end,Injury,Wet,0,125.61377945580281,None,2,1,0,08/15/18,7.076230396232877,Human error
Concrete,Rear end,Property,Dry,0,125.61767828334878,None,2,0,0,08/15/18,7.097908556231523,Human error
Concrete,Hit pedestrian,Injury,Dry,0,125.6404383496053,None,1,0,1,08/15/18,7.235403104929735,Human error
Concrete,Hit object off road,Property,Dry,0,125.1897120908093,None,1,0,0,08/15/18,8.912885559060584,Vehicle defect
Asphalt,Side swipe,Property,Dry,0,120.58411795860506,None,2,0,0,08/16/18,15.913915329663013,Human error
Concrete,Hit pedestrian,Injury,Wet,0,120.5927305943946,None,1,0,1,08/16/18,16.441317616630045,Human error
Concrete,Overturned vehicle,Property,Dry,0,125.26628080234418,None,2,0,0,08/16/18,6.752611110888158,Human error
Concrete,Hit pedestrian,Injury,Dry,0,123.02792239928365,None,1,0,1,08/16/18,7.631584986809877,Vehicle defect
Concrete,Rear end,Injury,Dry,1,125.57880743669423,Centerline,2,2,0,08/16/18,9.456609975081163,Human error
Concrete,Hit parked vehicle,Fatal,Dry,1,125.45312757700947,None,1,0,1,08/16/18,6.8948736061761355,Human error
Asphalt,Side swipe,Property,Dry,0,121.13409229690588,None,2,0,0,08/16/18,13.942824675446968,Human error
Asphalt,Side swipe,Property,Dry,0,121.16359891425141,None,2,0,0,08/16/18,14.018399007509187,Vehicle defect
Asphalt,Rear end,Injury,Dry,1,121.63676294127552,None,2,2,0,08/17/18,16.696310071339727,Human error
Asphalt,Hit parked vehicle,Property,Dry,0,120.98244213951543,None,2,0,0,08/17/18,14.652918279523103,Human error
Asphalt,Rear end,Property,Dry,0,120.95740448862688,Centerline,2,0,0,08/17/18,14.750773501104772,Human error
Asphalt,Hit pedestrian,Injury,Dry,1,123.84623302114407,None,1,0,1,08/17/18,8.34031129711013,Human error
Asphalt,Side swipe,Injury,Dry,1,121.64632589255217,None,2,0,0,08/17/18,18.066315204781276,Human error
Asphalt,Hit parked vehicle,Injury,Wet,1,124.99438248149832,Pedestrian crossing,2,0,0,08/17/18,7.572631646061672,Human error
Concrete,Hit pedestrian,Injury,Dry,0,125.66180388425465,Centerline,1,0,1,08/17/18,7.123681199843165,Human error
Asphalt,Head on,Injury,Dry,1,120.57406351701647,None,2,1,0,08/17/18,16.276523840964987,Human error
Asphalt,Right angle,Injury,Dry,2,120.27596208823437,None,2,0,0,08/17/18,16.02306719458398,Vehicle defect
Concrete,Side swipe,Property,Dry,0,121.0670700002341,None,2,0,0,08/17/18,14.56941932706936,Human error
Concrete,Rear end,Property,Dry,0,120.60029913362844,Give way,2,0,0,08/17/18,16.396788618624587,Human error
Concrete,Head on,Property,Dry,0,120.89777030961552,None,2,0,0,08/18/18,16.916441541810386,Human error
Asphalt,Overturned vehicle,Property,Dry,0,125.07695523084041,Centerline,1,0,0,08/18/18,8.18965120284725,Human error
Concrete,Side swipe,Property,Dry,0,120.96341412387704,Traffic lights,2,0,0,08/18/18,14.642722220716994,Human error
Concrete,Rear end,Property,Dry,0,125.60148256321905,Traffic lights,2,0,0,08/18/18,7.053470038191399,Human error
Concrete,Right angle,Property,Dry,0,125.60716637692002,Traffic lights,2,0,0,08/18/18,7.069564733325102,Human error
Concrete,Hit pedestrian,Injury,Dry,1,124.67938555856432,Centerline,1,0,1,08/18/18,9.25071262944462,Human error
Concrete,Head on,Property,Dry,0,123.18481155774725,None,2,0,0,08/18/18,13.643918370683851,Human error
Asphalt,Head on,Injury,Dry,2,122.6154673654733,None,2,1,0,08/18/18,9.424175618070615,Human error
Asphalt,Head on,Property,Dry,0,121.08795784936738,Centerline,2,0,0,08/18/18,13.362487815659152,Human error
Concrete,Head on,Injury,Dry,1,125.28345293992145,None,2,0,0,08/18/18,6.061387213176893,Human error
Asphalt,Hit pedestrian,Injury,Dry,2,123.2671080643028,Centerline,2,0,1,08/18/18,13.565193054828304,Human error
Concrete,Side swipe,Property,Dry,0,124.39909143036971,None,2,0,0,08/18/18,11.561769668958451,Human error
Concrete,Rear end,Property,Dry,0,125.0021979588553,None,2,0,0,08/18/18,10.877524436168457,Human error
Asphalt,Head on,Injury,Dry,1,121.73408788817535,None,2,3,0,08/18/18,17.77152033396423,Human error
Concrete,Head on,Injury,Dry,2,123.735241555899,Centerline,2,1,0,08/18/18,10.501609203128803,Human error
Concrete,Side swipe,Property,Dry,0,125.00759140763616,Centerline,2,0,0,08/18/18,11.176465393761786,Human error
Asphalt,Rear end,Property,Dry,0,123.4062791660382,Centerline,2,0,0,08/19/18,13.385806442058227,Human error
Concrete,Rear end,Property,Dry,0,124.6118972236769,Centerline,2,0,0,08/19/18,11.00589466010447,Human error
Asphalt,Hit parked vehicle,Injury,Dry,1,123.78524415520579,Give way,2,2,0,08/19/18,9.771632306408785,Vehicle defect
Concrete,Head on,Property,Dry,0,122.07797956553205,None,3,0,0,08/19/18,6.918563610558595,Human error
Asphalt,Overturned vehicle,Injury,Dry,1,123.2845330975423,None,1,0,0,08/19/18,9.217654118054948,Human error
Concrete,Right angle,Injury,Dry,2,125.03986064200589,Centerline,2,0,0,08/19/18,10.983188414938708,Human error
Concrete,Rear end,Injury,Wet,2,123.54738374805513,Police controlled,2,0,0,08/19/18,7.972989237077995,Human error
Asphalt,Right angle,Injury,Dry,0,125.48726666757969,Centerline,2,1,0,08/19/18,7.120461734174998,Human error
Asphalt,Overturned vehicle,Injury,Dry,1,120.57605210189881,None,1,0,0,08/20/18,15.955272281796715,Human error
Asphalt,Rear end,Property,Dry,0,121.10121269475228,Centerline,2,0,0,08/20/18,14.313077793015573,Human error
Concrete,Hit object off road,Fatal,Dry,1,120.64800001688464,None,1,0,0,08/20/18,17.976731269719398,Human error
Concrete,Rear end,Property,Dry,0,125.5695655712399,None,2,0,0,08/20/18,7.058517471150685,Human error
Concrete,Side swipe,Property,Dry,0,125.919604298455,None,2,0,0,08/20/18,7.536665076805869,Human error
Concrete,Right angle,Injury,Dry,1,120.33535127291039,Centerline,2,0,0,08/20/18,16.04431880616697,Human error
Concrete,Head on,Injury,Dry,1,125.24051096412907,None,2,0,0,08/20/18,12.509042178535395,Human error
Concrete,Side swipe,Injury,Dry,1,123.192799533328,None,2,0,0,08/20/18,13.662946713759855,Human error
Concrete,Hit pedestrian,Injury,Dry,0,125.19867496553081,None,1,0,1,08/20/18,11.183518851348767,Human error
Concrete,Rear end,Property,Dry,0,123.18657482993348,None,2,0,0,08/20/18,13.655320877435233,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,123.98763084597512,None,1,0,1,08/20/18,12.011281960589201,Vehicle defect
Asphalt,Hit pedestrian,Injury,Dry,0,125.48785485813396,None,1,0,1,08/20/18,7.105457593168829,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,123.52483304207934,Centerline,1,0,1,08/20/18,13.730755883894531,Human error
Concrete,Head on,Property,Dry,0,120.5834873532946,None,2,0,0,08/21/18,16.444985330575236,Human error
Asphalt,Hit object in road,Fatal,Dry,0,122.80634159798119,None,1,0,1,08/21/18,13.802746624946437,Human error
Concrete,Side swipe,Injury,Dry,1,121.79687485729674,None,2,1,0,08/21/18,17.269723988753558,Human error
Concrete,Side swipe,Injury,Dry,1,120.92148632243595,None,2,0,0,08/21/18,14.448696584256789,Human error
Concrete,Rear end,Property,Dry,0,120.93538517945758,None,2,0,0,08/21/18,14.294633816537148,Human error
Asphalt,Hit pedestrian,Property,Dry,0,124.53742674735467,Centerline,1,0,0,08/21/18,7.19312505403601,Human error
Concrete,Head on,Fatal,Dry,1,123.14665138058658,None,2,1,0,08/21/18,9.104679211617718,Human error
Concrete,Rear end,Injury,Dry,1,121.46219045517842,None,2,0,0,08/21/18,13.928802911943784,Human error
Asphalt,Rear end,Property,Dry,0,120.21860401341053,Centerline,2,0,0,08/21/18,15.929720283602762,Vehicle defect
Concrete,Rear end,Injury,Dry,1,124.14855098556365,None,2,0,0,08/21/18,8.187762755281515,Human error
Concrete,Side swipe,Injury,Dry,1,124.68261030180535,None,2,0,0,08/21/18,8.470574545046176,Human error
Concrete,Rear end,Property,Dry,0,121.95948166744179,None,2,0,0,08/21/18,16.98550539488251,Human error
Concrete,Rear end,Property,Dry,0,120.9829844324507,Pedestrian crossing,2,0,0,08/22/18,14.672932703303953,Human error
Concrete,Head on,Injury,Dry,2,125.90032698132717,None,2,3,0,08/22/18,7.164879335259492,Human error
Asphalt,Rear end,Property,Dry,0,125.50210757805242,School crossing,2,0,0,08/22/18,7.08633638251799,Human error
Asphalt,Head on,Fatal,Dry,1,121.27871058541116,Centerline,2,0,0,08/22/18,16.584895954211234,Human error
Asphalt,Rear end,Property,Dry,0,120.7289794033427,None,2,0,0,08/22/18,13.988837372319365,Human error
Asphalt,Hit object off road,Property,Wet,0,124.82823996051764,None,1,0,0,08/22/18,11.849271053808833,Human error
Concrete,Rear end,Property,Dry,0,125.62293609201494,Centerline,2,0,0,08/22/18,7.061303075644256,Human error
Concrete,Side swipe,Injury,Dry,1,121.1610699536136,None,2,0,0,08/22/18,15.566881336031267,Human error
Asphalt,Head on,Fatal,Dry,3,125.02511431564132,None,3,11,0,08/22/18,11.769237142313665,Human error
Asphalt,Rear end,Injury,Dry,1,119.94949821484131,Centerline,2,1,0,08/22/18,15.586408907667126,Human error
Concrete,Hit pedestrian,Fatal,Wet,0,120.63908599954213,Centerline,1,0,1,08/22/18,16.411254400370538,Human error
Asphalt,Head on,Injury,Dry,1,125.93370390301061,None,2,1,0,08/22/18,7.554986841845341,Human error
Asphalt,Rear end,Injury,Dry,2,125.59989610828437,None,2,0,0,08/23/18,9.659681552408134,Human error
Concrete,Hit parked vehicle,Property,Wet,0,120.99535396143042,None,2,0,0,08/23/18,14.707166792669298,Human error
Concrete,Head on,Injury,Dry,2,123.32611882143927,None,2,2,0,08/23/18,9.653153622955966,Human error
Concrete,Hit object in road,Injury,Dry,1,125.11427255073771,Stop sign,2,0,0,08/23/18,10.183549310429498,Human error
Asphalt,Hit pedestrian,Fatal,Dry,1,120.60404191488863,None,1,0,1,08/23/18,15.609177205297756,Human error
Asphalt,Rear end,Property,Dry,0,120.8763309095455,None,2,0,0,08/23/18,14.885505412313098,Human error
Concrete,Side swipe,Injury,Dry,2,121.07438796969055,None,3,0,0,08/23/18,14.766885881649827,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,125.48722057144813,None,1,0,1,08/23/18,7.127716637530252,Human error
Concrete,Rear end,Injury,Dry,0,121.99786629800667,Centerline,2,1,0,08/23/18,18.259887047940076,Human error
Concrete,Right angle,Injury,Dry,1,125.21863508356196,None,2,0,0,08/23/18,6.779206261700185,Human error
Asphalt,Side swipe,Injury,Dry,2,120.59465974318546,Police controlled,2,0,0,08/23/18,15.12678017902468,Human error
Concrete,Side swipe,Property,Dry,0,124.77792195778395,None,2,0,0,08/23/18,8.560043957497816,Human error
Asphalt,Head on,Property,Dry,0,123.70023089012516,Centerline,2,0,0,08/23/18,8.054451538050596,Human error
Asphalt,Rear end,Property,Dry,0,120.10393734792203,None,2,0,0,08/23/18,14.997573574931174,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,125.01893763155711,Centerline,1,0,1,08/24/18,8.26774798618627,Human error
Concrete,Side swipe,Property,Dry,0,125.65452932469421,None,2,0,0,08/24/18,7.152357444466541,Human error
Concrete,Rear end,Property,Dry,0,122.81967964334544,None,2,0,0,08/24/18,9.989574719553051,Road defect
Concrete,Hit pedestrian,Fatal,Dry,0,126.01525469008578,Centerline,1,0,1,08/25/18,9.830421900417464,Human error
Concrete,Overturned vehicle,Injury,Dry,1,121.3183096376283,None,1,4,0,08/25/18,15.67366320311066,Human error
Concrete,Hit pedestrian,Fatal,Dry,0,121.03309072566334,None,1,0,1,08/25/18,14.740180161551574,Human error
Concrete,Right angle,Injury,Dry,1,123.8422155844617,Centerline,2,0,0,08/25/18,8.14342647521527,Human error
Asphalt,Hit object off road,Injury,Wet,1,123.10555768108142,Centerline,1,0,0,08/25/18,9.110805628677765,Vehicle defect
Asphalt,Head on,Injury,Dry,1,120.59864924600478,None,2,0,0,08/25/18,15.469205281794508,Human error
Concrete,Side swipe,Injury,Dry,1,125.42562336063338,None,2,0,0,08/25/18,6.849975364030979,Human error
Asphalt,Right angle,Injury,Dry,2,123.19950309752518,None,2,0,0,08/25/18,13.634188238124937,Human error
Concrete,Side swipe,Injury,Dry,1,124.97790074798071,Centerline,2,0,0,08/26/18,10.203703037653954,Human error
Concrete,Side swipe,Property,Dry,0,120.9860952845087,None,2,0,0,08/26/18,14.71805138504903,Human error
Concrete,Side swipe,Injury,Dry,1,120.58738798410405,None,2,4,0,08/26/18,15.67448720282692,Vehicle defect
Asphalt,Head on,Fatal,Dry,1,124.59807469443062,Centerline,2,1,0,08/26/18,6.011823342792531,Human error
Concrete,Head on,Injury,Wet,1,124.8758558407697,Centerline,2,0,0,08/26/18,11.193590931760015,Human error
Asphalt,Right angle,Injury,Dry,1,120.9661361769158,Police controlled,2,0,0,08/26/18,14.464776559985706,Human error
Concrete,Side swipe,Injury,Dry,1,120.15651273675704,None,2,0,0,08/26/18,14.971324435296173,Human error
Concrete,Side swipe,Injury,Dry,0,124.62831012680563,None,1,0,1,08/26/18,6.488274735650845,Vehicle defect
Concrete,Rear end,Injury,Dry,1,122.07526734141183,Centerline,2,0,0,08/26/18,6.920529476440752,Human error
Concrete,Right angle,Property,Wet,0,125.62163807142792,Centerline,2,0,0,08/26/18,7.077523140300816,Human error
Asphalt,Rear end,Injury,Dry,0,123.28801787081066,None,2,1,0,08/26/18,13.532234607809995,Human error
Concrete,Hit pedestrian,Injury,Dry,0,123.45924508118713,None,1,0,1,08/26/18,8.496502076928241,Human error
Concrete,Right angle,Injury,Dry,2,125.43479841086408,Centerline,2,2,0,08/26/18,11.607415379815171,Human error
Asphalt,Hit parked vehicle,Property,Dry,0,120.50154107244177,None,2,0,0,08/27/18,15.977446586393054,Human error
Concrete,Side swipe,Injury,Wet,0,125.17732925651498,None,2,1,0,08/27/18,6.831287210713875,Human error
Concrete,Right angle,Property,Dry,0,125.00649042491472,None,2,0,0,08/27/18,7.759834768443159,Road defect
Asphalt,Head on,Injury,Dry,1,120.51948096668072,Centerline,2,0,0,08/27/18,17.508820118721534,Human error
Concrete,Hit parked vehicle,Property,Dry,0,121.09386673628724,Centerline,1,0,0,08/27/18,14.616159381417626,Human error
Asphalt,Head on,Fatal,Dry,2,125.04805486210209,Centerline,2,1,0,08/27/18,7.847555686197207,Human error
Concrete,Side swipe,Injury,Wet,1,123.48197302785704,Police controlled,2,0,0,08/28/18,8.093982641880732,Human error
Concrete,Rear end,Injury,Dry,1,124.24276830377254,Centerline,2,0,0,08/28/18,8.226521019354005,Human error
Concrete,Hit parked vehicle,Injury,Dry,1,120.59539986553148,Centerline,2,1,0,08/28/18,16.44794788295643,Human error
Concrete,Right angle,Property,Dry,0,121.01197150514014,None,3,0,0,08/28/18,14.717980700051237,Human error
Asphalt,Side swipe,Property,Dry,0,121.61021085384512,None,2,0,0,08/28/18,13.931913667504956,Human error
Asphalt,Rear end,Property,Dry,0,121.27741465832277,Centerline,2,0,0,08/28/18,14.176036321113912,Human error
Asphalt,Rear end,Injury,Dry,1,123.20144449093726,None,3,0,0,08/28/18,13.620997578127138,Human error
Asphalt,Side swipe,Property,Dry,0,123.62179535257218,Centerline,2,0,0,08/28/18,13.184554491128944,Human error
Concrete,Hit pedestrian,Injury,Dry,0,120.33753297763309,Centerline,1,0,1,08/28/18,16.015630048798887,Human error
Concrete,Side swipe,Property,Dry,0,120.59629927660254,Police controlled,2,0,0,08/28/18,16.405246401686252,Human error
Concrete,Head on,Property,Dry,0,124.65828793079301,None,2,0,0,08/28/18,8.482465820805665,Human error
Concrete,Right angle,Injury,Dry,1,126.07356315269722,None,2,0,0,08/28/18,7.8622381756953255,Human error
Concrete,Side swipe,Injury,Dry,0,123.18764896795811,None,1,0,1,08/28/18,13.629096753088973,Human error
Concrete,Rear end,Property,Dry,0,121.04741701043378,None,2,0,0,08/28/18,14.56643642633771,Human error
Concrete,Hit pedestrian,Property,Dry,0,121.80605021694957,Pedestrian crossing,1,0,0,08/29/18,17.486338284484482,Human error
Concrete,Hit pedestrian,Fatal,Dry,0,120.81754079678923,None,1,0,1,08/29/18,15.447956982433638,Human error
Concrete,Rear end,Fatal,Dry,1,120.85829768043185,None,2,0,0,08/29/18,15.432976708874893,Human error
Concrete,Head on,Injury,Dry,1,123.38349375230658,None,2,0,0,08/29/18,8.515500990365009,Human error
Concrete,Rear end,Injury,Dry,1,120.95563886689492,None,2,0,0,08/29/18,14.29711119793955,Human error
Concrete,Rear end,Property,Dry,0,121.0598536152818,None,2,0,0,08/29/18,14.592179223250076,Human error
Concrete,Rear end,Injury,Dry,1,121.14746710238822,None,2,0,0,08/29/18,16.484313414323918,Human error
Concrete,Hit parked vehicle,Injury,Dry,2,121.28839352444567,None,2,0,0,08/29/18,15.513395140431918,Human error
Concrete,Overturned vehicle,Property,Dry,0,123.76239857699707,None,2,0,0,08/30/18,12.479339650437339,Human error
Asphalt,Hit pedestrian,Fatal,Dry,1,123.26268967148589,Pedestrian crossing,1,0,1,08/30/18,13.592832544597329,Human error
Concrete,Hit object in road,Injury,Wet,1,120.73777712611283,None,1,0,0,08/30/18,15.442359233728853,Human error
Concrete,Hit animal,Injury,Dry,2,125.07791988105352,None,2,0,0,08/30/18,6.205276950416749,Human error
